FID,FID_Austin,STATEFP,COUNTYFP,TRACTCE,BLKGRPCE,GEOID1,GEOID,NAMELSAD,MTFCC,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON,FID_new1,CrashID,CrashID1,Latitude,Longitude,Unit_Nbr,Prsn_Nbr,Crash_UP_ID,Prsn_Type_,Prsn_Injry,Prsn_Age,Prsn_Gndr_
66,494,48,453,2411,3,4.8453E+11,1500US484530024113,Block Group 3,G5030,S,487802,0,30.1967307,-97.7491428,797,12590112,AUS_12590112,30.1984914,-97.75215549,2,1,AUS_1259011221,3,2,11,1
67,282,48,453,2402,2,4.8453E+11,1500US484530024022,Block Group 2,G5030,S,791124,0,30.202511,-97.779861,570,13257054,AUS_13257054,30.19893463,-97.77651548,2,1,AUS_1325705421,3,2,0,1
68,26,48,453,1737,2,4.8453E+11,1500US484530017372,Block Group 2,G5030,S,4340354,0,30.2059815,-97.8810416,440,14100487,AUS_14100487,30.19915869,-97.87880283,2,1,AUS_1410048721,3,3,50,1
69,514,48,453,2424,2,4.8453E+11,1500US484530024242,Block Group 2,G5030,S,1063032,0,30.1947789,-97.7946532,576,13262917,AUS_13262917,30.19918,-97.79359,2,1,AUS_1326291721,3,3,51,1
70,514,48,453,2424,2,4.8453E+11,1500US484530024242,Block Group 2,G5030,S,1063032,0,30.1947789,-97.7946532,1354,12398950,AUS_12398950,30.19918,-97.79359,2,1,AUS_1239895021,3,5,40,1
71,174,48,453,1728,4,4.8453E+11,1500US484530017284,Block Group 4,G5030,S,1377405,0,30.189904,-97.8199033,1359,12409473,AUS_12409473,30.19944,-97.80621,2,1,AUS_1240947321,3,3,32,2
72,169,48,453,1728,2,4.8453E+11,1500US484530017282,Block Group 2,G5030,S,595510,0,30.1995062,-97.8114833,1150,12059205,AUS_12059205,30.20005222,-97.80750998,2,1,AUS_1205920521,3,3,17,2
73,26,48,453,1737,2,4.8453E+11,1500US484530017372,Block Group 2,G5030,S,4340354,0,30.2059815,-97.8810416,1099,11964756,AUS_11964756,30.20055924,-97.87848247,2,1,AUS_1196475621,3,2,16,1
74,485,48,453,2402,4,4.8453E+11,1500US484530024024,Block Group 4,G5030,S,1756137,0,30.1993255,-97.7710959,1395,12620251,AUS_12620251,30.20062,-97.76827,2,1,AUS_1262025121,3,2,26,1
75,3,48,453,1740,2,4.8453E+11,1500US484530017402,Block Group 2,G5030,S,2396137,0,30.1851117,-97.8596208,1295,12291274,AUS_12291274,30.2007375,-97.86617332,1,1,AUS_1229127411,3,2,62,1
76,282,48,453,2402,2,4.8453E+11,1500US484530024022,Block Group 2,G5030,S,791124,0,30.202511,-97.779861,489,14238913,AUS_14238913,30.20077962,-97.78549596,2,1,AUS_1423891321,3,1,62,1
77,26,48,453,1737,2,4.8453E+11,1500US484530017372,Block Group 2,G5030,S,4340354,0,30.2059815,-97.8810416,1391,12603165,AUS_12603165,30.20187562,-97.87809946,2,1,AUS_1260316521,3,2,22,1
78,174,48,453,1728,4,4.8453E+11,1500US484530017284,Block Group 4,G5030,S,1377405,0,30.189904,-97.8199033,200,14737695,AUS_14737695,30.20283479,-97.80688245,2,1,AUS_1473769521,3,2,10,1
79,169,48,453,1728,2,4.8453E+11,1500US484530017282,Block Group 2,G5030,S,595510,0,30.1995062,-97.8114833,246,13668015,AUS_13668015,30.20292524,-97.80751524,2,1,AUS_1366801521,3,2,30,1
80,266,48,453,1729,3,4.8453E+11,1500US484530017293,Block Group 3,G5030,S,1118053,0,30.1981255,-97.835391,721,13567903,AUS_13567903,30.20308001,-97.83734001,2,1,AUS_1356790321,3,2,17,2
81,485,48,453,2402,4,4.8453E+11,1500US484530024024,Block Group 4,G5030,S,1756137,0,30.1993255,-97.7710959,250,13681443,AUS_13681443,30.20326662,-97.77535343,2,1,AUS_1368144321,3,5,44,1
82,521,48,453,2410,2,4.8453E+11,1500US484530024102,Block Group 2,G5030,S,575590,0,30.2019054,-97.7889625,1224,12165647,AUS_12165647,30.20337,-97.79219,2,1,AUS_1216564721,3,3,53,1
83,491,48,453,2409,3,4.8453E+11,1500US484530024093,Block Group 3,G5030,S,370159,0,30.2032682,-97.7942816,494,13096495,AUS_13096495,30.20349919,-97.79678178,1,1,AUS_1309649511,3,2,20,1
84,169,48,453,1728,2,4.8453E+11,1500US484530017282,Block Group 2,G5030,S,595510,0,30.1995062,-97.8114833,451,14124140,AUS_14124140,30.20416,-97.8099,2,1,AUS_1412414021,3,2,24,1
85,198,48,453,1740,1,4.8453E+11,1500US484530017401,Block Group 1,G5030,S,2327202,0,30.195128,-97.8545032,449,14116003,AUS_14116003,30.20420147,-97.85875525,2,1,AUS_1411600321,3,1,36,1
86,403,48,453,2431,1,4.8453E+11,1500US484530024311,Block Group 1,G5030,S,6698685,0,30.2011402,-97.7211115,49,14362344,AUS_14362344,30.20422694,-97.71388055,2,1,AUS_1436234421,3,2,55,1
87,516,48,453,1729,2,4.8453E+11,1500US484530017292,Block Group 2,G5030,S,428239,0,30.2069313,-97.8333458,1131,12013763,AUS_12013763,30.20463,-97.83012,2,1,AUS_1201376321,3,2,52,2
88,80,48,453,1776,1,4.8453E+11,1500US484530017761,Block Group 1,G5030,S,1380203,0,30.2126015,-97.8384298,131,14576374,AUS_14576374,30.20504479,-97.83621244,2,1,AUS_1457637421,3,3,17,2
89,282,48,453,2402,2,4.8453E+11,1500US484530024022,Block Group 2,G5030,S,791124,0,30.202511,-97.779861,579,13269559,AUS_13269559,30.20631,-97.77962,2,1,AUS_1326955921,3,1,26,1
90,197,48,453,1777,1,4.8453E+11,1500US484530017771,Block Group 1,G5030,S,1792438,0,30.2038793,-97.850923,553,13246993,AUS_13246993,30.20664013,-97.85954578,2,1,AUS_1324699321,3,2,48,0
91,516,48,453,1729,2,4.8453E+11,1500US484530017292,Block Group 2,G5030,S,428239,0,30.2069313,-97.8333458,951,12881881,AUS_12881881,30.20704,-97.83499,2,1,AUS_1288188121,3,2,21,1
92,26,48,453,1737,2,4.8453E+11,1500US484530017372,Block Group 2,G5030,S,4340354,0,30.2059815,-97.8810416,300,13782924,AUS_13782924,30.2075689,-97.87755085,2,1,AUS_1378292421,3,2,12,1
93,26,48,453,1737,2,4.8453E+11,1500US484530017372,Block Group 2,G5030,S,4340354,0,30.2059815,-97.8810416,496,13112089,AUS_13112089,30.20787,-97.86939,1,1,AUS_1311208911,3,2,53,1
94,456,48,453,980000,1,4.8454E+11,1500US484539800001,Block Group 1,G5030,S,17483686,0,30.1946987,-97.6664787,1172,12081380,AUS_12081380,30.20874948,-97.65030315,1,1,AUS_1208138011,3,0,0,1
95,26,48,453,1737,2,4.8453E+11,1500US484530017372,Block Group 2,G5030,S,4340354,0,30.2059815,-97.8810416,306,13797541,AUS_13797541,30.20896,-97.88403,2,1,AUS_1379754121,3,2,0,1
96,492,48,453,2410,1,4.8453E+11,1500US484530024101,Block Group 1,G5030,S,636725,0,30.2092527,-97.7845891,376,13967808,AUS_13967808,30.20939319,-97.78480929,2,1,AUS_1396780821,3,1,23,1
97,492,48,453,2410,1,4.8453E+11,1500US484530024101,Block Group 1,G5030,S,636725,0,30.2092527,-97.7845891,902,12805739,AUS_12805739,30.21008373,-97.78574622,2,1,AUS_1280573921,3,2,40,1
98,492,48,453,2410,1,4.8453E+11,1500US484530024101,Block Group 1,G5030,S,636725,0,30.2092527,-97.7845891,409,14051508,AUS_14051508,30.2106,-97.77977,2,1,AUS_1405150821,3,3,47,1
99,492,48,453,2410,1,4.8453E+11,1500US484530024101,Block Group 1,G5030,S,636725,0,30.2092527,-97.7845891,781,12541245,AUS_12541245,30.21077,-97.78701,2,1,AUS_1254124521,3,3,28,1
100,80,48,453,1776,1,4.8453E+11,1500US484530017761,Block Group 1,G5030,S,1380203,0,30.2126015,-97.8384298,507,13138078,AUS_13138078,30.21138,-97.83196,1,1,AUS_1313807811,3,2,20,2
101,80,48,453,1776,1,4.8453E+11,1500US484530017761,Block Group 1,G5030,S,1380203,0,30.2126015,-97.8384298,1289,12282205,AUS_12282205,30.21138,-97.83196,1,1,AUS_1228220511,3,3,13,1
102,80,48,453,1776,1,4.8453E+11,1500US484530017761,Block Group 1,G5030,S,1380203,0,30.2126015,-97.8384298,106,14504741,AUS_14504741,30.21149479,-97.83482244,2,1,AUS_1450474121,3,1,39,1
103,488,48,453,2409,1,4.8453E+11,1500US484530024091,Block Group 1,G5030,S,632273,0,30.2114137,-97.791042,1062,11862728,AUS_11862728,30.2115,-97.78936,2,1,AUS_1186272821,3,3,14,1
104,26,48,453,1737,2,4.8453E+11,1500US484530017372,Block Group 2,G5030,S,4340354,0,30.2059815,-97.8810416,202,14737784,AUS_14737784,30.21168479,-97.87647243,2,1,AUS_1473778421,3,2,68,1
105,26,48,453,1737,2,4.8453E+11,1500US484530017372,Block Group 2,G5030,S,4340354,0,30.2059815,-97.8810416,1035,13044197,AUS_13044197,30.21169,-97.87648,2,1,AUS_1304419721,3,3,50,1
106,403,48,453,2431,1,4.8453E+11,1500US484530024311,Block Group 1,G5030,S,6698685,0,30.2011402,-97.7211115,1039,13048574,AUS_13048574,30.21198,-97.71261,2,1,AUS_1304857421,3,3,42,1
107,493,48,453,2411,1,4.8453E+11,1500US484530024111,Block Group 1,G5030,S,2704696,0,30.2084581,-97.7468546,986,12965757,AUS_12965757,30.21221,-97.74826,2,1,AUS_1296575721,3,2,19,2
108,187,48,453,1713,2,4.8453E+11,1500US484530017132,Block Group 2,G5030,S,955255,0,30.208642,-97.800775,227,14818361,AUS_14818361,30.21251499,-97.80226816,2,1,AUS_1481836121,3,3,27,2
109,57,48,453,1713,1,4.8453E+11,1500US484530017131,Block Group 1,G5030,S,737056,0,30.2089339,-97.8105393,141,14595084,AUS_14595084,30.21295479,-97.81497245,2,1,AUS_1459508421,3,2,50,1
110,20,48,453,2003,1,4.8453E+11,1500US484530020031,Block Group 1,G5030,S,1127518,0,30.2190477,-97.7782358,931,12842857,AUS_12842857,30.21363,-97.78048,2,1,AUS_1284285721,3,2,36,1
111,58,48,453,1713,3,4.8453E+11,1500US484530017133,Block Group 3,G5030,S,889445,0,30.2146469,-97.8058092,555,13247017,AUS_13247017,30.21376613,-97.80068623,1,1,AUS_1324701711,3,1,44,2
112,299,48,453,1712,3,4.8453E+11,1500US484530017123,Block Group 3,G5030,S,347345,0,30.2171809,-97.7934403,955,12887507,AUS_12887507,30.21424896,-97.79502621,1,1,AUS_1288750711,3,5,53,1
113,58,48,453,1713,3,4.8453E+11,1500US484530017133,Block Group 3,G5030,S,889445,0,30.2146469,-97.8058092,208,14750594,AUS_14750594,30.21431479,-97.81271245,2,1,AUS_1475059421,3,2,23,2
114,187,48,453,1713,2,4.8453E+11,1500US484530017132,Block Group 2,G5030,S,955255,0,30.208642,-97.800775,1348,12379054,AUS_12379054,30.2145509,-97.79898496,2,1,AUS_1237905421,3,2,16,1
115,152,48,453,2003,2,4.8453E+11,1500US484530020032,Block Group 2,G5030,S,862608,0,30.2189672,-97.770144,802,12603332,AUS_12603332,30.21522,-97.7688,2,1,AUS_1260333221,3,3,30,2
116,58,48,453,1713,3,4.8453E+11,1500US484530017133,Block Group 3,G5030,S,889445,0,30.2146469,-97.8058092,692,13519058,AUS_13519058,30.2153765,-97.79773533,2,1,AUS_1351905821,3,2,10,1
117,493,48,453,2411,1,4.8453E+11,1500US484530024111,Block Group 1,G5030,S,2704696,0,30.2084581,-97.7468546,769,12500760,AUS_12500760,30.21556,-97.74009,2,1,AUS_1250076021,3,2,24,2
118,419,48,453,2313,2,4.8453E+11,1500US484530023132,Block Group 2,G5030,S,630946,0,30.2253214,-97.7324898,448,14115926,AUS_14115926,30.21561,-97.73488,2,1,AUS_1411592621,3,2,65,1
119,80,48,453,1776,1,4.8453E+11,1500US484530017761,Block Group 1,G5030,S,1380203,0,30.2126015,-97.8384298,976,12938917,AUS_12938917,30.21655804,-97.84514825,1,1,AUS_1293891711,3,2,27,1
120,486,48,453,2403,1,4.8453E+11,1500US484530024031,Block Group 1,G5030,S,1971214,0,30.2141453,-97.7608437,348,13899608,AUS_13899608,30.21655999,-97.75392001,2,1,AUS_1389960821,3,3,38,1
121,486,48,453,2403,1,4.8453E+11,1500US484530024031,Block Group 1,G5030,S,1971214,0,30.2141453,-97.7608437,389,13997104,AUS_13997104,30.21655999,-97.75392001,2,1,AUS_1399710421,3,2,26,1
122,80,48,453,1776,1,4.8453E+11,1500US484530017761,Block Group 1,G5030,S,1380203,0,30.2126015,-97.8384298,904,12807178,AUS_12807178,30.21684,-97.83424,2,1,AUS_1280717821,3,2,32,1
123,176,48,453,1737,3,4.8453E+11,1500US484530017373,Block Group 3,G5030,S,3404325,0,30.2204345,-97.8833404,642,13386994,AUS_13386994,30.21746,-97.8742,1,1,AUS_1338699411,3,2,17,2
124,176,48,453,1737,3,4.8453E+11,1500US484530017373,Block Group 3,G5030,S,3404325,0,30.2204345,-97.8833404,1028,13031533,AUS_13031533,30.21746,-97.8742,1,1,AUS_1303153311,3,2,48,1
125,402,48,453,2307,2,4.8453E+11,1500US484530023072,Block Group 2,G5030,S,663657,0,30.221473,-97.7455325,176,14679703,AUS_14679703,30.2176571,-97.74388936,2,1,AUS_1467970321,3,5,15,1
126,20,48,453,2003,1,4.8453E+11,1500US484530020031,Block Group 1,G5030,S,1127518,0,30.2190477,-97.7782358,73,14416874,AUS_14416874,30.21789364,-97.77488663,2,1,AUS_1441687421,3,2,40,1
127,299,48,453,1712,3,4.8453E+11,1500US484530017123,Block Group 3,G5030,S,347345,0,30.2171809,-97.7934403,639,13386546,AUS_13386546,30.21796,-97.79201,2,1,AUS_1338654621,3,2,60,1
128,486,48,453,2403,1,4.8453E+11,1500US484530024031,Block Group 1,G5030,S,1971214,0,30.2141453,-97.7608437,1273,12267666,AUS_12267666,30.21799263,-97.75472408,2,1,AUS_1226766621,3,2,52,1
129,486,48,453,2403,1,4.8453E+11,1500US484530024031,Block Group 1,G5030,S,1971214,0,30.2141453,-97.7608437,163,14652741,AUS_14652741,30.2186437,-97.76659778,2,1,AUS_1465274121,3,2,21,1
130,402,48,453,2307,2,4.8453E+11,1500US484530023072,Block Group 2,G5030,S,663657,0,30.221473,-97.7455325,668,13419033,AUS_13419033,30.21922315,-97.74381631,2,1,AUS_1341903321,3,2,18,1
131,486,48,453,2403,1,4.8453E+11,1500US484530024031,Block Group 1,G5030,S,1971214,0,30.2141453,-97.7608437,581,13269650,AUS_13269650,30.21930408,-97.7567703,1,1,AUS_1326965011,3,3,55,1
132,486,48,453,2403,1,4.8453E+11,1500US484530024031,Block Group 1,G5030,S,1971214,0,30.2141453,-97.7608437,111,14509129,AUS_14509129,30.21931084,-97.7567846,2,1,AUS_1450912921,3,2,52,1
133,486,48,453,2403,1,4.8453E+11,1500US484530024031,Block Group 1,G5030,S,1971214,0,30.2141453,-97.7608437,521,13173213,AUS_13173213,30.21958,-97.75664,2,1,AUS_1317321321,3,2,25,2
134,402,48,453,2307,2,4.8453E+11,1500US484530023072,Block Group 2,G5030,S,663657,0,30.221473,-97.7455325,148,14608907,AUS_14608907,30.21961479,-97.74393247,2,1,AUS_1460890721,3,3,24,1
135,257,48,453,1750,2,4.8453E+11,1500US484530017502,Block Group 2,G5030,S,3212279,0,30.2247687,-97.8151017,1248,12206618,AUS_12206618,30.21979,-97.82661,2,1,AUS_1220661821,3,2,22,2
136,152,48,453,2003,2,4.8453E+11,1500US484530020032,Block Group 2,G5030,S,862608,0,30.2189672,-97.770144,528,13189227,AUS_13189227,30.22036,-97.76553,2,1,AUS_1318922721,3,2,30,1
137,152,48,453,2003,2,4.8453E+11,1500US484530020032,Block Group 2,G5030,S,862608,0,30.2189672,-97.770144,1119,12013086,AUS_12013086,30.22036,-97.76553,2,1,AUS_1201308621,3,3,27,2
138,486,48,453,2403,1,4.8453E+11,1500US484530024031,Block Group 1,G5030,S,1971214,0,30.2141453,-97.7608437,86,14456498,AUS_14456498,30.22048479,-97.75830246,2,1,AUS_1445649821,3,3,20,1
139,402,48,453,2307,2,4.8453E+11,1500US484530023072,Block Group 2,G5030,S,663657,0,30.221473,-97.7455325,1022,13026869,AUS_13026869,30.22071356,-97.74882327,2,1,AUS_1302686921,3,3,32,1
140,185,48,453,1712,1,4.8453E+11,1500US484530017121,Block Group 1,G5030,S,1230676,0,30.2277107,-97.7961015,915,12830592,AUS_12830592,30.2208,-97.79407,2,1,AUS_1283059221,3,2,30,1
141,185,48,453,1712,1,4.8453E+11,1500US484530017121,Block Group 1,G5030,S,1230676,0,30.2277107,-97.7961015,1129,12013535,AUS_12013535,30.2208,-97.79407,2,1,AUS_1201353521,3,2,27,2
142,421,48,453,2312,3,4.8453E+11,1500US484530023123,Block Group 3,G5030,S,2831123,0,30.2233674,-97.6943834,1051,13106194,AUS_13106194,30.22086994,-97.69480776,2,1,AUS_1310619421,3,4,27,1
143,486,48,453,2403,1,4.8453E+11,1500US484530024031,Block Group 1,G5030,S,1971214,0,30.2141453,-97.7608437,757,13658226,AUS_13658226,30.22102546,-97.76040572,2,1,AUS_1365822621,3,3,31,1
144,152,48,453,2003,2,4.8453E+11,1500US484530020032,Block Group 2,G5030,S,862608,0,30.2189672,-97.770144,1019,13020832,AUS_13020832,30.22142,-97.76487,2,1,AUS_1302083221,3,3,52,1
145,392,48,453,2307,1,4.8453E+11,1500US484530023071,Block Group 1,G5030,S,706857,0,30.222264,-97.7395819,76,14417278,AUS_14417278,30.22163931,-97.74217315,2,1,AUS_1441727821,3,2,27,1
146,467,48,453,2002,1,4.8453E+11,1500US484530020021,Block Group 1,G5030,S,1084288,0,30.2238072,-97.783041,726,13576106,AUS_13576106,30.22177,-97.77871999,2,1,AUS_1357610621,3,2,30,2
147,486,48,453,2403,1,4.8453E+11,1500US484530024031,Block Group 1,G5030,S,1971214,0,30.2141453,-97.7608437,266,13713421,AUS_13713421,30.22201972,-97.76236531,2,1,AUS_1371342121,3,3,26,1
148,20,48,453,2003,1,4.8453E+11,1500US484530020031,Block Group 1,G5030,S,1127518,0,30.2190477,-97.7782358,503,13120151,AUS_13120151,30.22236022,-97.77209511,2,1,AUS_1312015121,3,2,15,1
149,20,48,453,2003,1,4.8453E+11,1500US484530020031,Block Group 1,G5030,S,1127518,0,30.2190477,-97.7782358,863,12708480,AUS_12708480,30.22236022,-97.77209511,2,1,AUS_1270848021,3,2,21,2
150,456,48,453,980000,1,4.8454E+11,1500US484539800001,Block Group 1,G5030,S,17483686,0,30.1946987,-97.6664787,437,14095922,AUS_14095922,30.22265153,-97.68166699,2,1,AUS_1409592221,3,1,0,1
151,375,48,453,1308,3,4.8453E+11,1500US484530013083,Block Group 3,G5030,S,498115,0,30.2274839,-97.7651592,894,12784055,AUS_12784055,30.22281665,-97.76400601,2,1,AUS_1278405521,3,2,21,1
152,270,48,453,1738,2,4.8453E+11,1500US484530017382,Block Group 2,G5030,S,1328133,0,30.2208509,-97.8472192,784,12560924,AUS_12560924,30.2233,-97.8417,2,1,AUS_1256092421,3,1,52,2
153,185,48,453,1712,1,4.8453E+11,1500US484530017121,Block Group 1,G5030,S,1230676,0,30.2277107,-97.7961015,385,13992645,AUS_13992645,30.2234728,-97.7924265,2,1,AUS_1399264521,3,3,52,2
154,375,48,453,1308,3,4.8453E+11,1500US484530013083,Block Group 3,G5030,S,498115,0,30.2274839,-97.7651592,1262,12247143,AUS_12247143,30.22359296,-97.76387613,1,1,AUS_1224714311,3,2,31,1
155,421,48,453,2312,3,4.8453E+11,1500US484530023123,Block Group 3,G5030,S,2831123,0,30.2233674,-97.6943834,346,13897016,AUS_13897016,30.22396,-97.70116,2,1,AUS_1389701621,3,2,25,1
156,375,48,453,1308,3,4.8453E+11,1500US484530013083,Block Group 3,G5030,S,498115,0,30.2274839,-97.7651592,1093,11948795,AUS_11948795,30.22429,-97.76312,2,1,AUS_1194879521,3,2,32,1
157,176,48,453,1737,3,4.8453E+11,1500US484530017373,Block Group 3,G5030,S,3404325,0,30.2204345,-97.8833404,815,12620100,AUS_12620100,30.22464,-97.87488,2,1,AUS_1262010021,3,2,10,2
158,186,48,453,1712,2,4.8453E+11,1500US484530017122,Block Group 2,G5030,S,738144,0,30.2205578,-97.8007883,369,13943013,AUS_13943013,30.22466317,-97.80446625,2,1,AUS_1394301321,3,2,11,1
159,270,48,453,1738,2,4.8453E+11,1500US484530017382,Block Group 2,G5030,S,1328133,0,30.2208509,-97.8472192,74,14417152,AUS_14417152,30.22489479,-97.85500243,2,1,AUS_1441715221,3,2,15,2
160,20,48,453,2003,1,4.8453E+11,1500US484530020031,Block Group 1,G5030,S,1127518,0,30.2190477,-97.7782358,1193,12141653,AUS_12141653,30.22497,-97.77044,2,1,AUS_1214165321,3,1,0,0
161,419,48,453,2313,2,4.8453E+11,1500US484530023132,Block Group 2,G5030,S,630946,0,30.2253214,-97.7324898,1200,12143792,AUS_12143792,30.2255602,-97.72905303,1,1,AUS_1214379211,3,2,12,1
162,185,48,453,1712,1,4.8453E+11,1500US484530017121,Block Group 1,G5030,S,1230676,0,30.2277107,-97.7961015,1299,12291531,AUS_12291531,30.2256,-97.80385,2,1,AUS_1229153121,3,2,51,2
163,415,48,453,2318,2,4.8453E+11,1500US484530023182,Block Group 2,G5030,S,680530,0,30.23123,-97.702823,345,13896555,AUS_13896555,30.22586368,-97.70288736,2,1,AUS_1389655521,3,2,0,1
164,119,48,453,2314,2,4.8453E+11,1500US484530023142,Block Group 2,G5030,S,2019172,0,30.2236338,-97.713797,1076,11912973,AUS_11912973,30.22697627,-97.70798254,2,1,AUS_1191297321,3,2,22,1
165,119,48,453,2314,2,4.8453E+11,1500US484530023142,Block Group 2,G5030,S,2019172,0,30.2236338,-97.713797,707,13543312,AUS_13543312,30.22699,-97.70801,2,1,AUS_1354331221,3,2,0,2
166,119,48,453,2314,2,4.8453E+11,1500US484530023142,Block Group 2,G5030,S,2019172,0,30.2236338,-97.713797,79,14431356,AUS_14431356,30.22699801,-97.70803027,3,1,AUS_1443135631,3,5,59,1
167,185,48,453,1712,1,4.8453E+11,1500US484530017121,Block Group 1,G5030,S,1230676,0,30.2277107,-97.7961015,852,12688813,AUS_12688813,30.22706,-97.79016,2,1,AUS_1268881321,3,2,41,1
168,375,48,453,1308,3,4.8453E+11,1500US484530013083,Block Group 3,G5030,S,498115,0,30.2274839,-97.7651592,184,14690948,AUS_14690948,30.22707413,-97.76170279,2,1,AUS_1469094821,3,2,48,2
169,416,48,453,2318,1,4.8453E+11,1500US484530023181,Block Group 1,G5030,S,944123,0,30.2329033,-97.7133299,360,13920240,AUS_13920240,30.227078,-97.707896,2,1,AUS_1392024021,3,2,19,2
170,467,48,453,2002,1,4.8453E+11,1500US484530020021,Block Group 1,G5030,S,1084288,0,30.2238072,-97.783041,1007,12991406,AUS_12991406,30.22725054,-97.7797561,2,1,AUS_1299140621,3,3,16,1
171,375,48,453,1308,3,4.8453E+11,1500US484530013083,Block Group 3,G5030,S,498115,0,30.2274839,-97.7651592,228,14818389,AUS_14818389,30.22727603,-97.76160372,2,1,AUS_1481838921,3,2,35,1
172,49,48,453,1307,1,4.8453E+11,1500US484530013071,Block Group 1,G5030,S,645703,0,30.230921,-97.7713327,1188,12110698,AUS_12110698,30.22732,-97.77337,1,1,AUS_1211069811,3,2,36,1
173,173,48,453,1737,1,4.8453E+11,1500US484530017371,Block Group 1,G5030,S,851115,0,30.2306445,-97.8711886,777,12526823,AUS_12526823,30.22747668,-97.86777385,2,1,AUS_1252682321,3,2,13,1
174,394,48,453,2308,3,4.8453E+11,1500US484530023083,Block Group 3,G5030,S,935764,0,30.2296904,-97.7527154,38,14353149,AUS_14353149,30.22780479,-97.75630246,2,1,AUS_1435314921,3,2,32,1
175,470,48,453,2005,2,4.8453E+11,1500US484530020052,Block Group 2,G5030,S,438371,0,30.2303841,-97.7798033,395,14009988,AUS_14009988,30.22783041,-97.77947055,2,1,AUS_1400998821,3,3,27,1
176,470,48,453,2005,2,4.8453E+11,1500US484530020052,Block Group 2,G5030,S,438371,0,30.2303841,-97.7798033,230,14833374,AUS_14833374,30.2280511,-97.77795807,2,1,AUS_1483337421,3,0,37,2
177,375,48,453,1308,3,4.8453E+11,1500US484530013083,Block Group 3,G5030,S,498115,0,30.2274839,-97.7651592,1075,11912971,AUS_11912971,30.22806,-97.7612,2,1,AUS_1191297121,3,2,27,1
178,49,48,453,1307,1,4.8453E+11,1500US484530013071,Block Group 1,G5030,S,645703,0,30.230921,-97.7713327,583,13270400,AUS_13270400,30.22806498,-97.7750887,2,1,AUS_1327040021,3,2,35,1
179,394,48,453,2308,3,4.8453E+11,1500US484530023083,Block Group 3,G5030,S,935764,0,30.2296904,-97.7527154,1060,13436942,AUS_13436942,30.22875231,-97.75829713,2,1,AUS_1343694221,3,5,27,1
180,375,48,453,1308,3,4.8453E+11,1500US484530013083,Block Group 3,G5030,S,498115,0,30.2274839,-97.7651592,1343,12374274,AUS_12374274,30.22941,-97.76762,2,1,AUS_1237427421,3,2,24,1
181,119,48,453,2314,2,4.8453E+11,1500US484530023142,Block Group 2,G5030,S,2019172,0,30.2236338,-97.713797,160,14636254,AUS_14636254,30.22944479,-97.71265247,2,1,AUS_1463625421,3,2,17,1
182,374,48,453,1308,2,4.8453E+11,1500US484530013082,Block Group 2,G5030,S,175368,0,30.2313836,-97.7620296,242,13655634,AUS_13655634,30.22965,-97.76026,2,1,AUS_1365563421,3,2,23,2
183,374,48,453,1308,2,4.8453E+11,1500US484530013082,Block Group 2,G5030,S,175368,0,30.2313836,-97.7620296,893,12783952,AUS_12783952,30.22965,-97.76026,2,1,AUS_1278395221,3,1,52,1
184,374,48,453,1308,2,4.8453E+11,1500US484530013082,Block Group 2,G5030,S,175368,0,30.2313836,-97.7620296,898,12795474,AUS_12795474,30.22965,-97.76026,2,1,AUS_1279547421,3,1,29,1
185,374,48,453,1308,2,4.8453E+11,1500US484530013082,Block Group 2,G5030,S,175368,0,30.2313836,-97.7620296,1277,12272104,AUS_12272104,30.22965,-97.76026,2,1,AUS_1227210421,3,2,19,1
186,374,48,453,1308,2,4.8453E+11,1500US484530013082,Block Group 2,G5030,S,175368,0,30.2313836,-97.7620296,1199,12143777,AUS_12143777,30.22968199,-97.76023943,2,1,AUS_1214377721,3,3,30,1
187,185,48,453,1712,1,4.8453E+11,1500US484530017121,Block Group 1,G5030,S,1230676,0,30.2277107,-97.7961015,684,13485642,AUS_13485642,30.22978,-97.79629,2,1,AUS_1348564221,3,3,38,1
188,185,48,453,1712,1,4.8453E+11,1500US484530017121,Block Group 1,G5030,S,1230676,0,30.2277107,-97.7961015,318,13820089,AUS_13820089,30.22987908,-97.79274903,2,1,AUS_1382008921,3,2,42,2
